endTime,artistName,trackName,msPlayed
2021-09-14 12:08,Jonathan & Friends,MagSafe,130434
2021-09-14 12:08,eliza elliott,Strangers,0
2021-09-14 12:09,Leah Sykes,Sorry to the Waitress,3575
2021-09-14 12:11,Sarah Barrios,Help (feat. Rence),10448
2021-09-14 12:11,Jonathan & Friends,MagSafe,130434
2021-09-14 12:11,eliza elliott,Strangers,3624
2021-09-14 12:15,Lou,This Forever,271293
2021-09-14 12:16,Chloe Gendrow,When I'm Gone,7476
2021-09-14 12:16,LOS LEO,Take Your Time,23122
2021-09-14 12:20,Delacey,The Subway Song,241853
2021-09-14 12:23,Georgia Ku,Ever Really Know,154355
2021-09-14 12:26,Mac Hunt,Doubts,179829
2021-09-14 12:29,Thomston,The Heights,199034
2021-09-14 12:32,almost monday,this is growing up,184130
2021-09-14 12:32,Dead Emerson,Cold Summer,8972
2021-09-14 12:35,Valerie Broussard,Actually,171216
2021-09-14 12:36,Max Leone,The Beach,31179
2021-09-14 12:36,James Droll,Self Sacrifice,22662
2021-09-14 12:36,Sam Setton,Santiago,27724
2021-09-14 12:39,Avenue Beat,WOMAN,164166
2021-09-14 12:41,The True Blue,Easy,91519
2021-09-14 12:42,Moody Joody,Lockeland,54265
2021-09-14 12:45,Two Friends,This Will Be My Year,180618
2021-09-14 12:46,Glass Animals,Heat Waves,83496
2021-09-14 12:47,Kidswaste,Need You,34458
2021-09-14 12:47,Saint Claire,When I Die,13467
2021-09-14 12:49,Shoffy,I Can't Help - Asti Remix,142758
2021-09-14 12:50,Trevor Daniel,Fingers Crossed (with Julia Michaels),60867
2021-09-14 12:52,GRAACE,Have Fun at Your Party,88003
2021-09-14 12:53,Matt Maeson,Go Easy - Andrelli Remix,64296
2021-09-14 12:54,Eddie Benjamin,Running Away From Home,13839
2021-09-14 12:54,THE DRIVER ERA,Afterglow,47206
2021-09-14 12:54,Grayscale,Diamond,36942
2021-09-14 12:55,Hollyn,i feel bad for you,61370
2021-09-14 12:56,bülow,Boys Will Be Boys,23382
2021-09-14 13:11,Design Better Podcast,Judy Wert: Navigating career changes,762868
2021-09-14 13:15,Axel Mansoor,The Other Side,4806
2021-09-14 13:15,The Band CAMINO,Who Do You Think You Are?,2600
2021-09-14 13:15,OneRepublic,Secrets,209002
2021-09-14 13:18,Saweetie,Swan Song,157082
2021-09-14 13:19,Daisy the Great,Record Player (with AJR),87655
2021-09-14 13:19,benny blanco,You (with Marshmello & Vance Joy),6315
2021-09-14 13:23,We Three,i wanna love somebody,233616
2021-09-14 13:26,Bazzi,I Like That,371
2021-09-14 13:26,Bajillionaire,Sleepwalking,193270
2021-09-14 13:28,Eminem,Godzilla (feat. Juice WRLD),905
2021-09-14 13:28,Fergie,M.I.L.F. $,394
2021-09-14 13:28,Fergie,M.I.L.F. $,882
2021-09-14 13:28,Travis Scott,FRANCHISE (feat. Young Thug & M.I.A.),928
2021-09-14 13:28,John Tucker,Rewind,5154
2021-09-14 13:28,Blake Rose,Lady,2948
2021-09-14 13:28,The 1975,Intro / Set3,77763
2021-09-14 13:28,YOU,California,1787
2021-09-14 13:32,Travis Scott,FRANCHISE (feat. Young Thug & M.I.A.),6605
2021-09-14 13:32,Blake Rose,Lady,242811
2021-09-14 13:33,Olivia Rodrigo,deja vu,90813
2021-09-14 13:34,Bajillionaire,Sleepwalking,510
2021-09-14 13:37,Hills x Hills,You Feel Like Home,2902
2021-09-14 13:37,We Three,i wanna love somebody,213553
2021-09-14 13:37,Huey Lewis & The News,Hip To Be Square,673
2021-09-14 13:37,The Band CAMINO,Who Do You Think You Are?,1857
2021-09-14 13:37,Troye Sivan,Easy (with Kacey Musgraves feat. Mark Ronson),1160
2021-09-14 13:40,DJ Snake,Run It (feat. Rick Ross & Rich Brian),5134
2021-09-14 13:40,Saweetie,Swan Song,167586
2021-09-14 13:43,DJ Snake,Run It (feat. Rick Ross & Rich Brian),977
2021-09-14 13:43,Saweetie,Swan Song,167586
2021-09-14 13:43,The Band CAMINO,Who Do You Think You Are?,2972
2021-09-14 13:45,Jonathan & Friends,MagSafe,130434
2021-09-14 13:45,eliza elliott,Strangers,4275
2021-09-14 13:46,Levi Matthan,friendship song,2484
2021-09-14 13:46,Led Zeppelin,Immigrant Song - Remaster,650
2021-09-14 13:46,UMI,Midnight Blues,1509
2021-09-14 13:46,UMI,Remember Me,10263
2021-09-14 13:46,Cody Fry,Vegas,1695
2021-09-14 13:46,Jonathan & Friends,MagSafe,24613
2021-09-14 13:46,Rihanna,Desperado,1393
2021-09-14 13:46,Matt Hall,gut feelings,1578
2021-09-14 13:46,The Japanese House,Clean,2623
2021-09-14 13:46,Kayden,I Found You,1207
2021-09-14 13:46,Matt Luneburg,Highway,6362
2021-09-14 13:46,Johan Lenox,World On Fire (with Kevin George),1439
2021-09-14 13:46,Matthew Chaim,Winter/Fall,1973
2021-09-14 13:49,Healy,Tucson,5596
2021-09-14 13:49,Matt Hall,gut feelings,171845
2021-09-14 13:49,Aeris Roves,Running Thru 3AM,3482
2021-09-14 13:49,Ant Saunders,Yellow Hearts,4643
2021-09-14 13:49,Johan Lenox,World On Fire (with Kevin George),1943
2021-09-14 13:52,GAWVI,Fight For Me,162586
2021-09-14 13:52,Rence,Baby Blue,1277
2021-09-14 13:55,Jome,Blue,150836
2021-09-14 13:57,dempsey hope,commitment issues,151417
2021-09-14 13:57,Johan Lenox,World On Fire (with Kevin George),882
2021-09-14 13:59,Matt Hall,gut feelings,85031
2021-09-14 14:01,pluko,used to,167088
2021-09-14 14:02,Jesse,Bi,13619
2021-09-17 00:01,Saweetie,Swan Song,76138
2021-09-17 14:40,Saweetie,Swan Song,91305
2021-09-17 14:41,DJ Snake,Run It (feat. Rick Ross & Rich Brian),43589
2021-09-17 14:45,Saweetie,Swan Song,45000
2021-09-17 14:45,Coldplay,Charlie Brown,2205
2021-09-17 14:45,Huey Lewis & The News,Hip To Be Square,6450
2021-09-17 14:45,The Band CAMINO,Who Do You Think You Are?,205674
2021-09-17 14:49,Ocean Park Standoff,Lost Boys,229411
2021-09-17 14:52,Larkins,Are We Having Any Fun Yet? - ayokay Remix,189060
2021-09-17 14:56,Cyrus,Cute,221863
2021-09-17 14:59,Cape Lions,8,200618
2021-09-17 15:02,John K,Rum n Tequila,137720
2021-09-17 15:05,Luke O'Brien,Beautiful Trees,175215
2021-09-17 15:05,Wrabel,Poetry,2739
2021-09-17 15:08,CALI JEWLS,Posture,5456
2021-09-17 15:08,Wrabel,Ten Feet Tall,2275
2021-09-17 15:08,Jake Scott,Keep in Touch,3491
2021-09-17 15:08,Why Don't We,Unbelievable,189384
2021-09-17 15:11,Ocean Park Standoff,Good News,188138
2021-09-17 15:14,Johnny Balik,OMW,2205
2021-09-17 15:14,Quinn XCII,Straightjacket,5190
2021-09-17 15:14,Michael Andrew,YOU,4899
2021-09-17 15:14,Johan Lenox,World On Fire (with Kevin George),180000
2021-09-17 15:15,Jonas Blue,Rise,1602
2021-09-17 15:16,BANNERS,Someone To You,109946
2021-09-17 15:17,Eddie Island,California Cosmo,3204
2021-09-17 15:17,AJ Mitchell,Slow Dance (feat. Ava Max),4411
2021-09-17 15:20,Marc E. Bassy,Just My Luck,186496
2021-09-17 15:23,Gordon Snyder,Outta PA,186124
2021-09-17 15:23,Jake Scott,Open Eyes,2229
2021-09-17 15:26,Vincent,Same Page,4179
2021-09-17 15:26,Johan Lenox,everybody's cool but me,183746
2021-09-17 15:26,Bo Baskoro,The Color Blue,10893
2021-09-17 15:26,Zach Paradis,Parking Lot,1695
2021-09-17 15:26,MKTO,How Can I Forget,2507
2021-09-17 15:26,Christian French,By Myself,2298
2021-09-17 15:30,Mary Shannon,Train Tracks,196316
2021-09-17 15:32,pluko,used to,167088
2021-09-17 15:35,Jome,Blue,187988
2021-09-17 16:12,Levi Matthan,Honey (B),92341
2021-09-17 16:15,Taylor Swift,Wildest Dreams (Taylor's Version),220433
2021-09-17 16:15,Taylor Swift,The Way I Loved You,1787
2021-09-17 16:19,Taylor Swift,Wildest Dreams (Taylor's Version),220433
2021-09-17 16:19,Taylor Swift,The Way I Loved You,3668
2021-09-17 16:23,Taylor Swift,Wildest Dreams (Taylor's Version),220433
2021-09-17 16:23,Taylor Swift,The Way I Loved You,3947
2021-09-17 16:58,Miley Cyrus,We Can't Stop,2530
2021-09-17 17:07,Taylor Swift,Wildest Dreams (Taylor's Version),220433
2021-09-17 17:07,Katy Perry,Firework,2879
2021-09-17 17:07,Miley Cyrus,We Can't Stop,5572
2021-09-17 17:11,Ed Sheeran,Castle on the Hill,261153
2021-09-17 17:14,Shawn Mendes,Patience,144184
2021-09-17 17:14,Taylor Swift,Speak Now,2507
2021-09-17 17:18,Lorde,Perfect Places,221874
2021-09-17 17:19,Taylor Swift,Wildest Dreams (Taylor's Version),8661
2021-09-17 17:19,Miley Cyrus,Adore You,88563
2021-09-17 17:22,DJ Snake,Run It (feat. Rick Ross & Rich Brian),4809
2021-09-17 17:22,Saweetie,Swan Song,167586
2021-09-17 17:29,dempsey hope,commitment issues,3924
2021-09-17 17:29,Ben Rector,More Like Love,1021
2021-09-17 17:29,Quinn XCII,Tough (feat. Noah Kahan),1625
2021-09-17 17:29,Saweetie,Swan Song,76927
2021-09-17 17:29,Phoebe Bridgers,Savior Complex,1137
2021-09-17 17:29,Phoebe Bridgers,Kyoto,2623
2021-09-17 17:29,Dillon Davis,Almost,2229
2021-09-17 17:29,Miley Cyrus,Let's Dance,1277
2021-09-17 17:31,Taylor Swift,"Beautiful Ghosts - From The Motion Picture Soundtrack ""Cats""",93158
2021-09-17 17:34,Rihanna,Desperado,186466
2021-09-17 17:39,Taylor Swift,You Are In Love,214367
2021-09-17 17:40,Joji,Sanctuary,12565
2021-09-17 17:43,Sia,Cheap Thrills,205077
2021-09-17 21:39,Taylor Swift,Wildest Dreams (Taylor's Version),220433
2021-09-17 21:39,Shoffy,I Can't Help - Asti Remix,57680
2021-09-17 21:42,Two Friends,This Will Be My Year,180618
2021-09-17 21:43,Avenue Beat,WOMAN,18647
2021-09-18 01:46,Taylor Swift,Wildest Dreams (Taylor's Version),1160
2021-09-18 01:47,Coldplay,A Sky Full of Stars,17126
2021-09-18 01:49,Taylor Swift,Wildest Dreams (Taylor's Version),218046
2021-09-18 01:52,Shoffy,I Can't Help - Asti Remix,142758
2021-09-18 01:54,Two Friends,This Will Be My Year,168190
2021-09-18 01:58,Pale Waves,"22 - Recorded At Metropolis Studios, London",218938
2021-09-18 02:02,Taylor Swift,Wildest Dreams (Taylor's Version),206322
2021-09-18 16:35,Taylor Swift,Wildest Dreams (Taylor's Version),220433
2021-09-18 17:32,Shoffy,I Can't Help - Asti Remix,106947
2021-09-18 17:35,The Band CAMINO,Roses,181673
2021-09-18 17:38,Troye Sivan,Easy (with Kacey Musgraves feat. Mark Ronson),213571
2021-09-18 17:43,Drake,Way 2 Sexy (with Future & Young Thug),257604
2021-09-18 17:46,The Band CAMINO,Who Do You Think You Are?,205674
2021-09-18 17:50,Huey Lewis & The News,Hip To Be Square,245466
2021-09-18 17:53,Saweetie,Swan Song,167586
2021-09-18 17:56,DJ Snake,Run It (feat. Rick Ross & Rich Brian),163373
2021-09-18 18:00,21 Savage,Lazy Susan (with Rich Brian feat. Warren Hue & Masiwei),279960
2021-09-18 18:03,NIKI,Always Rising,184080
2021-09-18 18:06,Leah Sykes,Sorry to the Waitress,177559
2021-09-18 18:09,Jonathan & Friends,MagSafe,130434
2021-09-18 18:12,eliza elliott,Strangers,209577
2021-09-18 18:15,Sarah Barrios,Help (feat. Rence),191304
2021-09-18 18:18,CAL,In the Water (with Quinn XCII),140476
2021-09-18 18:22,Levi Matthan,friendship song,285599
2021-09-18 19:42,ayokay,I Still Need You,127312
2021-09-18 19:48,Taylor Swift,Wildest Dreams (Taylor's Version),220433
2021-09-18 19:52,Taylor Swift,Wildest Dreams (Taylor's Version),220433
2021-09-18 19:56,Taylor Swift,Mine,230706
2021-09-18 19:59,Shawn Mendes,There's Nothing Holdin' Me Back,199440
2021-09-18 20:03,Ed Sheeran,Tenerife Sea,241346
2021-09-18 20:06,Hailee Steinfeld,Starving,181880
2021-09-18 20:10,Katy Perry,Part Of Me,216160
2021-09-18 20:13,Taylor Swift,Tell Me Why,200546
2021-09-18 20:17,ZAYN,fOoL fOr YoU,202213
2021-09-18 20:19,Shawn Mendes,No Promises,166053
2021-09-18 20:21,Ed Sheeran,New Man,124149
2021-09-18 20:22,Levi Matthan,Honey (B),20053
2021-09-18 20:24,Lil Nas X,MONTERO (Call Me By Your Name),137704
2021-09-18 20:25,Lady Gaga,The Cure,62649
2021-09-18 20:29,Lil Nas X,DEAD RIGHT NOW,221203
2021-09-18 20:32,Lil Nas X,INDUSTRY BABY (feat. Jack Harlow),212352
2021-09-18 20:35,Lil Nas X,THE ART OF REALIZATION,24005
2021-09-18 20:35,Lil Nas X,THATS WHAT I WANT,143901
2021-09-18 20:38,Lil Nas X,SCOOP (feat. Doja Cat),174164
2021-09-18 20:41,Lil Nas X,ONE OF ME (feat. Elton John),161666
2021-09-18 20:44,Lil Nas X,LOST IN THE CITADEL,170322
2021-09-18 20:46,Lil Nas X,DOLLA SIGN SLIME (feat. Megan Thee Stallion),145074
2021-09-18 20:48,Lil Nas X,TALES OF DOMINICA,146005
2021-09-18 20:51,Lil Nas X,SUN GOES DOWN,168034
2021-09-18 20:57,Lil Nas X,VOID,248407
2021-09-18 20:59,Lil Nas X,DONT WANT IT,130926
2021-09-18 21:02,Lil Nas X,LIFE AFTER SALEM,132036
2021-09-18 21:05,Lil Nas X,MONTERO (Call Me By Your Name),3285
2021-09-18 21:05,Lil Nas X,AM I DREAMING (feat. Miley Cyrus),586
2021-09-18 21:05,Lil Nas X,AM I DREAMING (feat. Miley Cyrus),183241
2021-09-18 21:08,Saweetie,Swan Song,167586
2021-09-18 21:10,DJ Snake,Run It (feat. Rick Ross & Rich Brian),163373
2021-09-18 21:15,21 Savage,Lazy Susan (with Rich Brian feat. Warren Hue & Masiwei),279960
2021-09-18 21:18,NIKI,Always Rising,184080
2021-09-18 21:21,Leah Sykes,Sorry to the Waitress,177559
2021-09-18 21:23,Jonathan & Friends,MagSafe,130434
2021-09-18 21:24,eliza elliott,Strangers,43253
2021-09-18 21:27,Leah Sykes,Sorry to the Waitress,177559
2021-09-18 21:29,Jonathan & Friends,MagSafe,130434
2021-09-18 21:33,eliza elliott,Strangers,209577
2021-09-18 21:36,Sarah Barrios,Help (feat. Rence),191304
2021-09-18 21:38,CAL,In the Water (with Quinn XCII),140476
2021-09-18 21:43,Levi Matthan,friendship song,285599
2021-09-18 21:46,ayokay,I Still Need You,178384
2021-09-18 21:48,Daisy the Great,Record Player (with AJR),149538
2021-09-18 21:51,Valley,Oh shit…are we in love?,155384
2021-09-18 21:56,The Japanese House,Clean,299360
2021-09-18 21:58,Led Zeppelin,Immigrant Song - Remaster,146250
2021-09-18 22:10,Kanye West,Jesus Lord pt 2,690731
2021-09-18 22:13,Kanye West,Junya pt 2,182635
2021-09-18 22:18,Kanye West,No Child Left Behind,5141
2021-09-18 22:18,Kanye West,Jail pt 2,297000
2021-09-18 22:29,The Band CAMINO,Roses,149260
2021-09-20 08:01,Taylor Swift,Wildest Dreams (Taylor's Version),62741
2021-09-20 08:15,Taylor Swift,Wildest Dreams,220440
2021-09-20 15:45,Taylor Swift,This Love,13060
2021-09-20 15:45,Taylor Swift,How You Get The Girl,247533
2021-09-20 15:48,Taylor Swift,Wildest Dreams (Taylor's Version),220433
2021-09-20 15:49,Taylor Swift,Wildest Dreams (Taylor's Version),15743
2021-09-20 15:49,Pale Waves,"22 - Recorded At Metropolis Studios, London",13239
2021-09-20 15:53,Taylor Swift,Wildest Dreams,220440
2021-09-20 15:56,Taylor Swift,Wildest Dreams (Taylor's Version),220433
2021-09-20 15:56,Taylor Swift,How You Get The Girl,7479
2021-09-20 16:01,Taylor Swift,This Love,250093
2021-09-20 16:02,Taylor Swift,I Know Places,93213
2021-09-21 16:20,Chino & Nacho,Niña Bonita,63744
2021-09-21 17:54,Taylor Swift,Clean,6144
2021-09-21 17:57,Taylor Swift,‘tis the damn season,229840
2021-09-21 17:59,Levi Matthan,Honey (B),14751
2021-09-21 17:59,Taylor Swift,All Too Well,105916
2021-09-21 18:03,Healy,Tucson,204123
2021-09-21 18:37,Levi Matthan,Honey (B),874
2021-09-21 18:37,Gordon Snyder,Outta PA,139674
2021-09-21 20:56,Levi Matthan,Honey (B),216940
2021-09-21 21:02,ayokay,Cassette,167988
2021-09-22 03:09,Coldplay,Viva La Vida,533
2021-09-22 03:09,Coldplay,Viva La Vida,3434
2021-09-22 03:09,Coldplay,Paradise,2922
2021-09-22 03:09,Coldplay,Charlie Brown,6506
2021-09-22 03:09,Coldplay,Charlie Brown,2688
2021-09-22 03:09,Coldplay,Yellow,17130
2021-09-22 03:10,Coldplay,A Sky Full of Stars,26880
2021-09-22 03:10,Coldplay,Viva La Vida,21482
2021-09-22 03:10,Coldplay,Magic,5376
2021-09-22 03:10,Coldplay,The Scientist,18090
2021-09-22 03:11,Coldplay,The Hardest Part,1045
2021-09-22 03:11,Coldplay,The Hardest Part,1536
2021-09-22 03:11,Coldplay,Til Kingdom Come,8149
2021-09-22 03:11,Coldplay,Low,4415
2021-09-22 03:11,Coldplay,Twisted Logic,1514
2021-09-22 03:11,Coldplay,Swallowed in the Sea,9045
2021-09-22 03:11,Coldplay,Swallowed in the Sea,0
2021-09-22 03:11,Coldplay,What If,5653
2021-09-22 03:11,Coldplay,White Shadows,2794
2021-09-22 03:11,Coldplay,Square One,2368
2021-09-22 03:11,Coldplay,A Message,1621
2021-09-22 03:11,Coldplay,Talk,4949
2021-09-22 03:11,Coldplay,Speed of Sound,4821
2021-09-22 03:11,Coldplay,X&Y,1386
2021-09-22 03:12,Coldplay,Amsterdam,10858
2021-09-22 03:14,Coldplay,A Sky Full of Stars,130240
2021-09-22 22:17,Hildur Guðnadóttir,Battlefield 2042,152413
2021-09-22 22:20,RAMI,"Battlefield 4 ""Warsaw"" Theme",155246
2021-09-23 14:02,Taylor Swift,Wildest Dreams (Taylor's Version),220433
2021-09-23 14:02,Pale Waves,"22 - Recorded At Metropolis Studios, London",3365
2021-09-23 14:03,The Band CAMINO,Who Do You Think You Are?,14485
2021-09-23 14:07,The 1975,Paris,293066
2021-09-23 14:09,No Rome,Narcissist (feat. The 1975),90560
2021-09-23 14:10,Taylor Swift,Lover,72832
2021-09-23 14:10,Mario Judah,Die Very Rough,5546
2021-09-23 14:11,The 1975,Paris,17215
2021-09-23 14:11,Danny Ocean,Tel Aviv,2688
2021-09-23 14:11,Beach House,Wildflower,38165
2021-09-23 14:11,milk.,A Little More,5376
2021-09-23 14:11,No Rome,1:45AM (feat. Bearface),10560
2021-09-23 14:12,Taylor Swift,Wildest Dreams (Taylor's Version),3178
2021-09-23 14:13,The Band CAMINO,Roses,74432
2021-09-23 14:13,LANY,dancing in the kitchen,5525
2021-09-23 14:13,LANY,up to me,7935
2021-09-23 14:13,Kelsea Ballerini,I Quit Drinking,13802
2021-09-23 14:17,Blake Rose,Lady,242811
2021-09-23 14:18,Travis Scott,FRANCHISE (feat. Young Thug & M.I.A.),26000
2021-09-23 14:22,We Three,i wanna love somebody,233616
2021-09-23 14:25,Billie Eilish,Happier Than Ever,18518
2021-09-23 14:25,Bajillionaire,Sleepwalking,206769
2021-09-23 14:26,Taylor Swift,Wildest Dreams (Taylor's Version),65088
2021-09-23 14:29,Saweetie,Swan Song,167586
2021-09-23 14:32,DJ Snake,Run It (feat. Rick Ross & Rich Brian),163373
2021-09-23 14:33,21 Savage,Lazy Susan (with Rich Brian feat. Warren Hue & Masiwei),77213
2021-09-23 14:37,Coldplay,A Sky Full of Stars,1230
2021-09-23 14:37,Taylor Swift,Wildest Dreams (Taylor's Version),7453
2021-09-23 14:37,Jason Mraz,Have It All,189112
2021-09-23 14:43,Blake Rose,Lady,242811
2021-09-23 14:46,EXO,My Lady,211599
2021-09-23 14:48,Levi Matthan,friendship song,1439
2021-09-23 14:48,Taylor Swift,State Of Grace - Acoustic,3320
2021-09-23 14:48,Daisy the Great,Record Player (with AJR),2856
2021-09-23 14:48,Valley,Oh shit…are we in love?,5549
2021-09-23 14:48,Ingrid Andress,Lady Like,41798
2021-09-23 14:48,Taylor Swift,tolerate it,9822
2021-09-23 14:48,Blake Rose,Lady,9682
2021-09-23 14:53,Taylor Swift,State Of Grace,286371
2021-09-23 15:00,Taylor Swift,22,424879
2021-09-23 15:10,Taylor Swift,I Almost Do,165465
2021-09-23 15:11,Taylor Swift,I Almost Do,8312
2021-09-23 15:13,Taylor Swift,‘tis the damn season,115612
2021-09-23 15:15,Taylor Swift,The Moment I Knew,859
2021-09-23 15:15,Taylor Swift,Everything Has Changed,2693
2021-09-23 15:15,Taylor Swift,Come Back...Be Here,3413
2021-09-23 15:15,Taylor Swift,‘tis the damn season,19551
2021-09-23 15:15,Taylor Swift,Sad Beautiful Tragic,905
2021-09-23 15:16,Taylor Swift,I Almost Do,1091
2021-09-23 15:16,Taylor Swift,State Of Grace,25356
2021-09-23 15:16,Taylor Swift,Red,1160
2021-09-23 15:16,Taylor Swift,22,1160
2021-09-23 15:16,Taylor Swift,Treacherous,789
2021-09-23 15:16,Taylor Swift,I Knew You Were Trouble.,1416
2021-09-23 15:16,Taylor Swift,All Too Well,1695
2021-09-23 15:19,Taylor Swift,We Are Never Ever Getting Back Together,191880
2021-09-23 15:21,Taylor Swift,closure,1207
2021-09-23 15:21,Taylor Swift,Stay Stay Stay,94770
2021-09-23 15:24,Ed Sheeran,Autumn Leaves - Deluxe Edition,4272
2021-09-23 15:24,Fitz and The Tantrums,Out of My League,6199
2021-09-23 15:24,Taylor Swift,willow,17902
2021-09-23 15:24,Taylor Swift,‘tis the damn season,189126
2021-09-23 15:24,Lorde,Team,3715
2021-09-23 15:24,John Mayer,Love on the Weekend,7012
2021-09-23 15:25,Ed Sheeran,Autumn Leaves - Deluxe Edition,6060
2021-09-23 15:25,MC Hollar,"Wrapped in Love ”我爱你 """,5247
2021-09-23 15:25,Matt Simons,Catch & Release,2972
2021-09-23 15:25,Conan Gray,Greek God,28281
2021-09-23 15:25,Clairo,Pretty Girl,3877
2021-09-23 15:26,Levi Matthan,friendship song,1602
2021-09-23 15:26,LANY,"never mind, let's break up",928
2021-09-23 15:26,The Band CAMINO,Roses,2020
2021-09-23 15:26,KYLE,Hey Julie! (feat. Lil Yachty) - Absofacto Remix,3784
2021-09-23 15:26,Daisy the Great,Record Player (with AJR),3343
2021-09-23 15:26,Valley,Oh shit…are we in love?,6478
2021-09-23 15:26,The 1975,Somebody Else,36316
2021-09-23 15:26,T-Pain,5 O'Clock (feat. Lily Allen & Wiz Khalifa),1160
2021-09-23 15:26,The Band CAMINO,Who Do You Think You Are?,6757
2021-09-23 15:26,Taylor Swift,tolerate it,7732
2021-09-23 15:26,Lorde,Ribs,1695
2021-09-23 15:26,LANY,dancing in the kitchen,928
2021-09-23 15:27,LANY,"never mind, let's break up",2623
2021-09-23 15:27,Katy Perry,Firework,464
2021-09-23 15:27,Taylor Swift,tolerate it,534
2021-09-23 15:27,Taylor Swift,tolerate it,232
2021-09-23 15:27,Taylor Swift,tolerate it,696
2021-09-23 15:27,Taylor Swift,tolerate it,18506
2021-09-23 15:27,LANY,dancing in the kitchen,603
2021-09-23 15:27,LANY,dancing in the kitchen,2345
2021-09-23 15:27,Motel 7,It's Alright,789
2021-09-23 15:27,Motel 7,It's Alright,1393
2021-09-23 15:27,Motel 7,It's Alright,162
2021-09-23 15:31,Taylor Swift,tolerate it,243391
2021-09-23 15:34,We Three,i wanna love somebody,188035
2021-09-23 15:35,Olivia Rodrigo,deja vu,510
2021-09-23 15:35,Gracie Abrams,21,1068
2021-09-23 15:35,Blake Rose,Lady,1950
2021-09-23 15:35,The 1975,Intro / Set3,67871
2021-09-23 15:37,NOTD,I Don't Know Why,1486
2021-09-23 15:37,Kygo,Lose Somebody,5317
2021-09-23 15:37,AJR,Way Less Sad - Cash Cash Remix,1393
2021-09-23 15:37,Lafrantz,Backseat,30325
2021-09-23 15:37,Johan Lenox,World On Fire (with Kevin George),84241
2021-09-23 15:44,Leah Sykes,Sorry to the Waitress,325540
2021-09-23 15:46,Jonathan & Friends,MagSafe,130434
2021-09-23 15:47,eliza elliott,Strangers,6774
2021-09-23 15:50,Leah Sykes,Sorry to the Waitress,177559
2021-09-23 15:52,Levi Matthan,friendship song,896
2021-09-23 15:52,Sarah Barrios,Help (feat. Rence),746
2021-09-23 15:52,Jonathan & Friends,MagSafe,130434
2021-09-23 15:52,eliza elliott,Strangers,25711
2021-09-23 15:52,CAL,In the Water (with Quinn XCII),11861
2021-09-23 15:52,CAL,In the Water (with Quinn XCII),789
2021-09-23 15:53,Taylor Swift,tolerate it,5098
2021-09-23 15:53,LANY,dancing in the kitchen,2901
2021-09-23 15:56,We Three,i wanna love somebody,187477
2021-09-23 15:57,The Kid LAROI,STAY (with Justin Bieber),61824
2021-09-23 16:01,Blake Rose,Lady,242811
2021-09-23 16:02,Travis Scott,FRANCHISE (feat. Young Thug & M.I.A.),58150
2021-09-23 16:02,Carlos Rivera,Grito de Guerra,1194
2021-09-23 16:02,Taylor Swift,All You Had To Do Was Stay,2560
2021-09-23 16:05,Nicky Jam,Muévelo,12970
2021-09-23 16:05,Lizzo,Truth Hurts,173325
2021-09-23 16:05,Bryan Adams,Summer Of '69,3326
2021-09-23 16:05,Phoebe Bridgers,Kyoto,2666
2021-09-23 16:12,Phoebe Bridgers,Savior Complex (Copycat Killer Version),853
2021-09-23 16:12,Phoebe Bridgers,Punisher (Copycat Killer Version),8871
2021-09-23 16:12,Phoebe Bridgers,Chinese Satellite (Copycat Killer Version),210626
2021-09-23 16:12,Phoebe Bridgers,Chinese Satellite (Copycat Killer Version),576
2021-09-23 17:24,Phoebe Bridgers,Chinese Satellite (Copycat Killer Version),29098
2021-09-23 17:27,Phoebe Bridgers,Chinese Satellite (Copycat Killer Version),160810
2021-09-23 19:40,Phoebe Bridgers,Chinese Satellite (Copycat Killer Version),4969
2021-09-23 19:41,Taylor Swift,Wildest Dreams (Taylor's Version),6083
2021-09-23 19:41,Drake,Way 2 Sexy (with Future & Young Thug),1648
2021-09-23 20:04,Saweetie,Swan Song,157942
2021-09-23 20:07,Taylor Swift,ME! (feat. Brendon Urie of Panic! At The Disco),193000
2021-09-23 20:12,Taylor Swift,Change (Taylor’s Version),279359
2021-09-23 20:20,WILLOW,G R O W (WILLOW & Avril Lavigne feat. Travis Barker),36122
2021-09-23 20:23,Leah Sykes,Sorry to the Waitress,177559
2021-09-23 20:47,Jonathan & Friends,MagSafe,110523
2021-09-23 23:46,Jonathan & Friends,MagSafe,2856
2021-09-23 23:49,Leah Sykes,Sorry to the Waitress,177559
2021-09-23 23:51,Jonathan & Friends,MagSafe,130434
2021-09-23 23:51,eliza elliott,Strangers,8887
2021-09-24 01:16,The Band CAMINO,Roses,8057
2021-09-24 01:16,eliza elliott,Strangers,232
2021-09-24 01:19,Levi Matthan,friendship song,2856
2021-09-24 01:19,Sarah Barrios,Help (feat. Rence),11075
2021-09-24 01:19,Jonathan & Friends,MagSafe,130434
2021-09-24 01:19,Daisy the Great,Record Player (with AJR),3993
2021-09-24 01:19,ayokay,I Still Need You,3320
2021-09-24 01:19,eliza elliott,Strangers,3323
2021-09-24 01:19,CAL,In the Water (with Quinn XCII),3250
2021-09-24 01:19,Lil Nas X,INDUSTRY BABY (feat. Jack Harlow),417
2021-09-24 01:20,Taylor Swift,Wildest Dreams (Taylor's Version),44628
2021-09-24 01:23,Taylor Swift,Wildest Dreams (Taylor's Version),175803
